店铺名字,类别,id,月销售,经度,纬度
1988时光小站(万丰中路店),奶茶果汁,E11724615758919614242,3,113.8254,22.72183
Souffle舒芙蕾奶茶甜品小吃店,奶茶果汁,E18042201161922406705,9,113.806975,22.723334
大家来找茶(沙井店),奶茶果汁,E5268454559503686513,3187,113.828398,22.726005
纯天然鲜果茶(锦城路店),奶茶果汁,E12249902841285275087,21,113.78595,22.73983
贡茶(上星店),奶茶果汁,E6224958383341828264,153,113.83315,22.73056
贡茶|手抓饼|小吃(沙井店),奶茶果汁,E4898832214794710255,6158,113.824799,22.723179
御茶（沙井京基百纳店）,奶茶果汁,E1692086533331977414,1548,113.809934,22.733209
嘿茶,奶茶果汁,E14503631712633042364,96,113.78555,22.746381
贡茶(沙井店),奶茶果汁,E11566071040694242391,662,113.827271,22.719179
下午三点·水果茶(新沙天虹店),奶茶果汁,E9771397971042399284,120,113.800445,22.730642
茶萃吧(万丰仁爱店),奶茶果汁,E317375333699231829,17,113.825437,22.721841
马奇午后茶饮烘焙(沙坣店),奶茶果汁,E4025939300252945023,127,113.817945,22.735937
新茶人(东塘店),奶茶果汁,E1038703182782978389,83,113.809311,22.737456
鹿角巷(形色城店),奶茶果汁,E8243054403292237674,73,113.829516,22.721953
乐茶道（西荟城店),奶茶果汁,E13153125086187232273,34,113.819975,22.733252
那家茶(天虹店),奶茶果汁,E6242596331482858913,1,113.829533,22.72049
香港满芬（新沙天虹店）,奶茶果汁,E4097458097994338362,28,113.800508,22.730957
茶蜜语,奶茶果汁,E17371052969029514082,16,113.782667,22.73971
宅小野(沙井店),奶茶果汁,E15607707754200697933,929,113.826401,22.726097
缘之味奶茶店,奶茶果汁,E4964524014880286440,15,113.809156,22.732337
檬茶茶（沙三店）,奶茶果汁,E12085562888615659709,21,113.801516,22.744453
杨正气百草堂凉茶,奶茶果汁,E1328161731369516592,22,113.80595,22.735369
宝贝奶茶,奶茶果汁,E10444440854348503648,17,113.809305,22.736062
情一杯奶茶店,奶茶果汁,E17779520770950580491,25,113.788729,22.73573
喜凡烘焙茶饮蛋糕(马安山地铁店),奶茶果汁,E16428464328820047339,54,113.815288,22.718003
添添奶茶,奶茶果汁,E14364735757715738139,12,113.840051,22.722787
LLG coffee,奶茶果汁,E13992038502786204271,5,113.830097,22.719754
1314奶茶店一杯会说话的茶(中亚店),奶茶果汁,E17269327231760601242,42,113.820804,22.742515
皇茶马安山店,奶茶果汁,E3535010529055071143,1,113.81714,22.715841
乐茶道(老天虹店),奶茶果汁,E15495754339202376925,7,113.829628,22.719761
千杯好茶奶茶果汁,奶茶果汁,E4918029828163774118,2,113.820927,22.717862
初屯奶茶店,奶茶果汁,E15040392009497780658,4,113.837652,22.725547
寒舍清补凉炒冰奶茶,奶茶果汁,E1837962118025606262,8,113.808223,22.732434
茶多多(壆岗店),奶茶果汁,E6001742251903679938,1,113.821334,22.72978302
乐茶香餐饮吧,奶茶果汁,E14321578950172626508,1,113.80939,22.752646
慕盖,奶茶果汁,E13618421804362147777,1,113.800162,22.729662
壹点茶,奶茶果汁,E8224669217891407631,1,113.801383,22.72995
光合制茶(沙井店),奶茶果汁,E13188227603341861892,0,113.829141,22.720443
季茶,奶茶果汁,E16155572415621619829,97,113.823972,22.72321
村咖港式奶茶,奶茶果汁,E14921257664739963275,13,113.809289,22.72883
贝约翰,奶茶果汁,E16825032307928237609,64,113.824224,22.726438
孖肥hi锋(沙井万科店),奶茶果汁,E1169267083325618327,101,113.813184,22.733591
真悦royaltea皇茶(步涌店),奶茶果汁,E9123778355301319650,49,113.816615,22.754265
奇味有道奶茶,奶茶果汁,E6337174667619229979,8,113.820289,22.753914
royaltea皇茶(步涌店),奶茶果汁,E151075459755221131,554,113.816594,22.753639
茶萃吧奶茶小吃(沙井店),奶茶果汁,E7979242115202250855,215,113.798412,22.756103
皇茶,奶茶果汁,E8430917372458435159,54,113.817139,22.739421
狂茶(沙井店),奶茶果汁,E16975241191022538374,16,113.808816,22.731287
徐其修凉茶,奶茶果汁,E2988481078555940837,92,113.806,22.736297
青沫茶颜,奶茶果汁,E15519457637878905068,41,113.810915,22.75703
魅力茶吧爽洋洋,奶茶果汁,E10282250719299847964,29,113.813308,22.755604
丼丼茶,奶茶果汁,E17586941015734511016,1,113.816112,22.734134
520茶屋,奶茶果汁,E7310855535481146296,9,113.800419,22.758571
茶小肆(步涌店),奶茶果汁,E17303036624101696229,314,113.81136,22.758226
魅力茶吧爽洋洋,奶茶果汁,E5398739328926521477,41,113.810738,22.758498
茶萃吧,奶茶果汁,E8846053882330547662,4,113.811111,22.758166
好时光小食店,奶茶果汁,E11182641678867979780,25,113.810385,22.751912
GS饮品店,奶茶果汁,E2613421677007842112,3,113.798333,22.755126
柠檬小黄人,奶茶果汁,E2169203645089591385,1,113.812921,22.739974
5叶茶(后亭店),奶茶果汁,E16897261578307474128,28,113.82802,22.756356
Wowtea饮品学院,奶茶果汁,E1218644575535005999,1,113.81906,22.74791
茶萃吧,奶茶果汁,E6085383686884059974,221,113.802217,22.757055
茶一郎,奶茶果汁,E3884227152105504211,2,113.814112,22.754272
柠茶&小吃,奶茶果汁,E10592607362711064964,205,113.810302,22.759049
茶萃吧(碧头店),奶茶果汁,E1682459693988275098,29,113.810721,22.780701
喜果茶（沙井店）,奶茶果汁,E1725110783051489251,1,113.805315,22.7607
皇萃贡茶,奶茶果汁,E8954737440054030246,588,113.799517,22.80092
世代皇茶(地王广场店),奶茶果汁,E13749817169019881765,889,113.798401,22.812069
壹茶伴侣,奶茶果汁,E6560224545316571602,96,113.822237,22.808149
Beauty Tea颐茶,奶茶果汁,E7178211843818812826,36,113.805231,22.801816
一盏茶(长盛东路店),奶茶果汁,E554250560397837271,11,113.804657,22.805837
海岸茶度(长安中心店),奶茶果汁,E14253326367237389506,80,113.803897,22.801774
鲸饮の屋(长安万科店),奶茶果汁,E17861949670679719332,44,113.801113,22.800484
royaltea are皇茶(松岗店),奶茶果汁,E7728227420801128424,19,113.821015,22.770127
贡茶(万达店),奶茶果汁,E488285588210207429,32,113.821134,22.808375
泰芒了,奶茶果汁,E7460269341172618158,48,113.820194,22.808263
泰芒奶茶,奶茶果汁,E14926199482156266250,14,113.813512,22.781747
茶优语,奶茶果汁,E13353817121969338959,21,113.805419,22.801827
陈记香酥板栗饼店,奶茶果汁,E2890826014652645979,38,113.818649,22.807748
张山疯奶茶,奶茶果汁,E1457426563785338710,6,113.804134,22.760955
快乐番薯(长安宵边店),奶茶果汁,E17775026125837006733,467,113.8192315,22.80951798
序茶(莲峰店),奶茶果汁,E16862977709503376578,144,113.809209,22.80898
royaltea皇茶,奶茶果汁,E10006522117558921466,109,113.819069,22.809605
卡朵拉,奶茶果汁,E12919692319232285433,28,113.809749,22.807423
瑶安茶,奶茶果汁,E10002026208043951519,87,113.806889,22.809884
95度休闲时光音乐茶吧,奶茶果汁,E13295100185931286346,62,113.825026,22.806218
艾莉雅咖啡茶语馆(地王店),奶茶果汁,E4786918943731074580,11,113.798756,22.8124
大台北,奶茶果汁,E10906712891862051953,45,113.82569,22.806347
夜听,奶茶果汁,E7928917163296351506,23,113.809452,22.80872
禧茶,奶茶果汁,E3917817758084536906,24,113.825126,22.805208
茶礼季,奶茶果汁,E13161889426710270716,2,113.80738,22.80265
乌叶(地王广场店),奶茶果汁,E6548085706635246248,24,113.799194,22.812154
niuniu c&m(长安店),奶茶果汁,E13997571445335087673,430,113.812012,22.809874
茶米果道,奶茶果汁,E2042690943538707238,345,113.799968,22.800776
莫茶特,奶茶果汁,E7324373618161733061,36,113.804896,22.805527
快乐番薯(长安明珠广场店),奶茶果汁,E9658316202752232838,282,113.800111,22.809922
茶π,奶茶果汁,E1655650600098675979,16,113.817461,22.803012
味力果（广科店）,奶茶果汁,E659618386873904341,342,113.75496,22.969898
旺角,奶茶果汁,E13337219334361252498,45,113.81612,23.016093
一隅有茶(卡丽兰店),奶茶果汁,E3865735512625842363,26,113.814347,23.018531
最后防线,奶茶果汁,E14904349162432514149,21,113.816134,23.016135
茶之缘奶茶(上桥店),奶茶果汁,E1102093695922140135,10,113.791624,23.071932
薡御贡茶(桑园店),奶茶果汁,E10977693120977889639,0,113.810491,23.057296
喜诺咖啡,奶茶果汁,E2442917567624795426,55,113.809757,23.057766
茶驿站,奶茶果汁,E14918589742081564491,0,113.81422,23.08504
果茶,奶茶果汁,E6638509131091298815,43,113.814771,23.08633
想茶(同富西路店),奶茶果汁,E18306210412722729875,47,113.804361,23.10003
鹿角巷奶茶,奶茶果汁,E6909651110563527862,148,113.816608,23.100921
小确茶,奶茶果汁,E9628725711267334084,47,113.816068,23.099961
想茶(石碣光明店),奶茶果汁,E9838523994502793172,189,113.815406,23.100816
墨小墨奶茶,奶茶果汁,E1960718802153960857,54,113.822519,23.105697
醉茶,奶茶果汁,E16376123332199239609,110,113.8421,23.10576
柠檬王子茶饮汉堡手抓饼小吃(石碣店),奶茶果汁,E3471617750896931324,21,113.808406,23.121639
林小媛,奶茶果汁,E10410868624722837203,129,113.86088,23.184897
兆记甜品(绿湖国际店),奶茶果汁,E327226150740808730,52,113.789132,23.20234
地铁站港饮（万达店）,奶茶果汁,E468025478060601870,138,113.815277,23.276029
芒果先生鲜果饮品,奶茶果汁,E1354000316997432569,44,113.835944,23.289461
艾斯,奶茶果汁,E5851855860744621573,0,113.832114,23.290878
一茶,奶茶果汁,E8132716574094421193,45,113.846372,22.612655
蜜雪冰城·冰淇淋与茶(福围东街店),奶茶果汁,E233418695872188325,174,113.826571,22.648456
天使岛(茶福围店),奶茶果汁,E13094012190332573629,4,113.824568,22.650994
丸茶趣(下十围店),奶茶果汁,E7799076644706896758,27,113.825863,22.649342
六道起飞茶饮小吃店(下十围店),奶茶果汁,E17807828374308524354,62,113.825041,22.650408
一亩三分奶茶|烧仙草(后瑞店),奶茶果汁,E2223347199647807487,68,113.835967,22.629734
第茶（福围店）,奶茶果汁,E1781074272065254449,141,113.821291,22.651167
Remember,奶茶果汁,E9155758402377073350,1,113.821428,22.653087
茶语吧(兴围店),奶茶果汁,E16319673675649853518,8,113.829068,22.641
时光茶吧,奶茶果汁,E13004127555610547468,29,113.845038,22.623647
1点点（福永政丰北路店）,奶茶果汁,E16705756199990371988,4558,113.820823,22.672945
悦茶廊精品(福永店),奶茶果汁,E15792532574994282759,244,113.81778,22.66958
热力雪烧仙草(机场东店),奶茶果汁,E2914034388101188071,211,113.826622,22.648522
royaltea皇茶(后瑞店),奶茶果汁,E660008056627595685,1544,113.836256,22.630758
鹿角巷(凤凰里店),奶茶果汁,E10954109384376144715,47,113.818159,22.693973
欣美源·茶·甜品(福围店),奶茶果汁,E2919601344881421177,40,113.822808,22.652815
樂茶（福海分店）,奶茶果汁,E6795560432038022155,41,113.820594,22.693032
泰芒了(益田假日店),奶茶果汁,E6330802380353634346,67,113.82785,22.670279
YO!Tea有茶(福永益田假日店),奶茶果汁,E16488131202070890496,234,113.827125,22.668841
Escape逸杯咖啡语茶(后瑞店),奶茶果汁,E17928373761490709594,71,113.83567,22.629782
royaltea皇茶(龙翔店),奶茶果汁,E16437113241511213167,43,113.823265,22.672836
密语茶言,奶茶果汁,E3006723477423587250,29,113.824777,22.673932
茶颜山（城市花园店）,奶茶果汁,E5361615666840711946,7,113.820038,22.669227
贡茶(下十围店),奶茶果汁,E7198929097497559871,824,113.823017,22.651366
琴海涛麦维克奶茶汉堡(福永新村店),奶茶果汁,E17918140318185737580,45,113.820988,22.673347
快乐番薯(福永白石厦店),奶茶果汁,E4183945625012942250,57,113.822232,22.672207
爽爽甜品(白石厦店),奶茶果汁,E17804205198027710448,46,113.824485,22.675603
鲜果烤茶(大洋田店),奶茶果汁,E17771569261493832754,21,113.821331,22.692686
打卡咖啡馆,奶茶果汁,E18308361645236096225,48,113.826433,22.648225
蜜菓茶语,奶茶果汁,E9494339726580969581,28,113.823059,22.653346
尚饮,奶茶果汁,E1862072429789586098,18,113.806658,22.6651136
小茶犸&酸奶盖&甜品,奶茶果汁,E5260129888263379235,66,113.832094,22.641401
大口九奶茶饮品,奶茶果汁,E7483656204202241356,29,113.824694,22.67424
诺尔哈根,奶茶果汁,E3177780431347632955,17,113.819858,22.669964
慕茶(福永店),奶茶果汁,E5669297525262914711,0,113.826541,22.673932
唤彩茶(福永店),奶茶果汁,E15639046816675531142,4,113.824694,22.674246
斯唯特,奶茶果汁,E14690951669310002797,0,113.842014,22.68124
乐业堂,奶茶果汁,E11366548099484526896,1,113.8164,22.69106
皇茶(益田店),奶茶果汁,E16804829311438840776,5,113.827423,22.669859
来喝一杯,奶茶果汁,E10603164378856063957,26,113.832221,22.675424
爱斯芭蒂,奶茶果汁,E12983185536274777041,30,113.831902,22.674086
乐味佳·奶茶果饮,奶茶果汁,E3535252324815619928,7,113.828713,22.648687
吾饮良品(怀德店),奶茶果汁,E12321495250503126815,1,113.820044,22.671166
8090饮品店,奶茶果汁,E11107491666387905328,20,113.833258,22.636049
一期一会（福围店）,奶茶果汁,E14878276210193481141,15,113.8267304,22.64863578
优果滋坊糖水小吃,奶茶果汁,E15998986736478728368,102,113.846109,22.684725
优之味fruittea,奶茶果汁,E6655143684247402159,72,113.829593,22.691968
茶自然（凤凰店）,奶茶果汁,E101587314320651123,48,113.83828,22.69105
舞茶道（凤凰店）,奶茶果汁,E11210955802133908965,430,113.83851,22.6946
御质贡茶店,奶茶果汁,E15175679866060519185,552,113.840382,22.688455
爽洋洋奶茶汉堡（凤凰商业街店）,奶茶果汁,E17881384721714053338,82,113.836713,22.699452
清峰站,奶茶果汁,E14409550260998708203,69,113.838619,22.689639
鹿角巷(文福大厦店),奶茶果汁,E17755153619514920010,123,113.827662,22.673997
清茶缘,奶茶果汁,E4527086192374130107,85,113.845306,22.685078
大头仔台式饮品,奶茶果汁,E9579919372860182108,2,113.830856,22.68844
茶久咖,奶茶果汁,E5501599958986924749,4,113.843858,22.685532
王者茶园,奶茶果汁,E7752439567395819232,47,113.837156,22.674021
月光茶人(福海店),奶茶果汁,E14137951340491537403,18,113.830089,22.69307
茶不多(福永店),奶茶果汁,E2798239280123156520,1,113.840116,22.688378
悦茶YUETEA,奶茶果汁,E12232727945017033592,14,113.82885,22.706185
优の茶,奶茶果汁,E4089509905392168247,17,113.827102,22.706933
帕兰米西点（凤凰世纪店）,奶茶果汁,E1629456808050552873,31,113.824202,22.695424
茶蜜语(凤凰店),奶茶果汁,E3420859049950451000,1,113.843542,22.699111
正宗化州糖水(万丰店),奶茶果汁,E17686289411404474328,89,113.827171,22.721649
雲来糖水快餐（万丰店）,奶茶果汁,E243166980440864469,41,113.82755,22.720654
霸气冰茶饮（凤凰店）,奶茶果汁,E1052644288451223662,18,113.839113,22.690272
满意答案茶饮店,奶茶果汁,E12179454573992942703,8,113.830337,22.73147
愿茶(形色城店),奶茶果汁,E9325149001241171845,153,113.829792,22.721667
茶萃吧,奶茶果汁,E12034296256418021456,18,113.827534,22.705725
影上饮(马安山店),奶茶果汁,E6572488901292314210,1,113.817235,22.716232
茶聚美,奶茶果汁,E3658038869855098361,39,113.827213,22.706702
地下铁（京基百纳店）,奶茶果汁,E4826671513868225166,14,113.807175,22.72932
廿四漂流茶（沙井店）,奶茶果汁,E4244590451062152279,72,113.827605,22.726448
好豆友奶茶(坣岗店),奶茶果汁,E15783247467104424346,1,113.823259,22.731996
杯言茶语(塘尾店),奶茶果汁,E13046147354960653507,9,113.816575,22.701354
Together 一起茶,奶茶果汁,E12899791626307093095,7,113.817402,22.732856
一点点（沙井路店）,奶茶果汁,E16494309498596713240,3850,113.807352,22.729172
果饮工坊（万丰店）,奶茶果汁,E10887274467467038057,165,113.826408,22.727222
台湾芒果冰（万丰市场店）,奶茶果汁,E12145043182322924674,25,113.828821,22.723968
正宗化州甜品奶茶(新桥店),奶茶果汁,E8899903239538683023,45,113.834139,22.737292
浅草茶屋,奶茶果汁,E9596541737572798853,30,113.829097,22.731008
皇品茶饮,奶茶果汁,E13069495279909518019,10,113.808891,22.73604
茶不多先生(新桥中心公园上星店),奶茶果汁,E9295128854020774916,4,113.831336,22.728661
NICETEA,奶茶果汁,E14121395934991433243,2,113.816212,22.734198
台盖（沙井天虹店）,奶茶果汁,E5908863731249856582,560,113.800405,22.730772
新茶人(博岗店),奶茶果汁,E11062113306316502010,47,113.820032,22.72974
HEIの茶荟(沙井店),奶茶果汁,E17288587161675199548,40,113.823315,22.733759
茶优语(沙井店),奶茶果汁,E6310141827381359596,35,113.825512,22.728358
茶萃吧(坣岗店),奶茶果汁,E3361642746808854731,16,113.821443,22.731163
1314一杯会说话的奶茶(万丰店),奶茶果汁,E10122212543527113384,7,113.8259676,22.72179723
满溢鲜咖啡奶茶体验中心(沙井店),奶茶果汁,E18179018428468620671,1,113.82776,22.729483
城市茶语,奶茶果汁,E2446437103667468609,1,113.816591,22.739932
倾语晓茶,奶茶果汁,E14658577351251990163,0,113.819075,22.728622
易茶易果(上星店),奶茶果汁,E11833802525816789388,18,113.83372,22.729267
茶一郎咖啡茶饮（上星店）,奶茶果汁,E7897777448772346941,1,113.833006,22.729573
地铁站港饮(松岗店),奶茶果汁,E12546427302104545587,142,113.820823,22.759689
爽洋洋魅力茶吧(后亭店),奶茶果汁,E758805952339802030,45,113.822856,22.754134
星探鲜果原茶,奶茶果汁,E17433557559321951115,36,113.82763,22.752592
魅力茶吧爽苹果,奶茶果汁,E6562273588560529348,55,113.816612,22.753736
缔舞清茶,奶茶果汁,E10624244179001736963,8,113.837182,22.761278
茶萃吧,奶茶果汁,E7667601923391030134,1,113.82243,22.75604
茶翠吧(后亭店),奶茶果汁,E9868346897966239903,0,113.821025,22.757532
好彩来奶茶,奶茶果汁,E6690044354087872432,74,113.843494,22.771048
尊茶(曙光店),奶茶果汁,E11586793380305448937,44,113.845242,22.765997
黑龍茶(松明店),奶茶果汁,E14481941142321070942,490,113.84108,22.766096
琴海涛麦维克奶茶汉堡(后亭店),奶茶果汁,E13502975276701343160,156,113.820995,22.760079
鸣香茶室(松岗店),奶茶果汁,E4436936996631159328,51,113.839134,22.75712
壹杯OneDrink,奶茶果汁,E1245525846951635095,86,113.846427,22.767289
约茶,奶茶果汁,E38694544749719732,44,113.845926,22.748491
盖市茶饮(松乔酒店),奶茶果汁,E915422272989283807,44,113.846138,22.768838
一杯茶(奶茶水果茶手抓饼松岗店),奶茶果汁,E14023406813029999407,878,113.834467,22.768926
798奶茶屋,奶茶果汁,E13278634777937918767,68,113.840322,22.762925
驿茶(松岗店),奶茶果汁,E13756190126165286737,12,113.828179,22.769451
悦享茶(松岗永辉店),奶茶果汁,E14499864879459025509,45,113.835098,22.764274
贡茶(溪头分店),奶茶果汁,E11135057031019899113,98,113.835157,22.772764
贡茶GONGCHA(松岗店),奶茶果汁,E17703828573922356647,989,113.838425,22.763617
来?小吃奶茶烧烤,奶茶果汁,E6906874799524897778,0,113.844163,22.7645
TOURTEA巡道柠檬茶(松岗店),奶茶果汁,E9237077213509429783,125,113.842,22.76616
柠檬达人,奶茶果汁,E9197347766523543117,0,113.849637,22.750503
326cafe(松岗店),奶茶果汁,E4879375286503606004,24,113.827111,22.769517
茶萃吧,奶茶果汁,E17950539299360195881,0,113.839228,22.755314
悦茶廊(花果山店),奶茶果汁,E3145897729862243968,0,113.835918,22.771201
罗玛之恋(松岗国际艺展中心店),奶茶果汁,E7646599206115083404,47,113.834289,22.783527
贡茶GONGCHA(喜港城店),奶茶果汁,E13395916209987262319,57,113.843867,22.764458
鲜甜3滴奶茶店(宵边店),奶茶果汁,E1274133561316773180,44,113.819352,22.806164
茶萃吧(塘下涌村委店),奶茶果汁,E9185124954468054655,875,113.843635,22.798304
时光小栈,奶茶果汁,E12510179527846412590,50,113.83018,22.80164
CoCo都可(长安万达店),奶茶果汁,E2413079717575056561,331,113.82164,22.80809
茶态度,奶茶果汁,E15113090603577809793,7,113.822613,22.808168
四云奶盖贡茶(长安万达店),奶茶果汁,E2299193768083398992,5,113.821643,22.809449
贡茶(恒佳店),奶茶果汁,E7661499765762338078,165,113.841193,22.80432
雪蜜缘,奶茶果汁,E13740451977645478349,1,113.840807,22.803685
世代皇茶(塘下涌店),奶茶果汁,E14905877917208694209,13,113.842252,22.80706
贡茶,奶茶果汁,E18260829893566177418,58,113.820699,22.885413
回味茶,奶茶果汁,E4797257344481823670,15,113.820568,22.885943
DarNing哒柠,奶茶果汁,E13241161779389174935,135,113.83159,22.910887
四季柠檬(大岭山店),奶茶果汁,E7219652101982886725,21,113.829029,22.906194
時光茶(大岭山店),奶茶果汁,E1840601290835197731,150,113.841461,22.908056
茶理ChaLi(大岭山店),奶茶果汁,E6212787068361893761,787,113.841927,22.906388
蜜语茶言,奶茶果汁,E14503162667010140824,0,113.813601,22.98659
奢茶,奶茶果汁,E6915747352641587110,816,113.833843,23.018021
茶驿站(温塘店),奶茶果汁,E11696929865179476046,116,113.826203,23.035801
想酷饮(温塘店),奶茶果汁,E17771950567407279159,38,113.827053,23.038254
化州糖水奶茶小食店,奶茶果汁,E12550381603087341617,68,113.820971,23.035429
茶萃吧,奶茶果汁,E3147425369560166085,51,113.827176,23.03577
茶驿站,奶茶果汁,E13340172709359205077,21,113.834537,23.016474
茶柚(下岭贝店),奶茶果汁,E14554954267214454808,19,113.832673,23.015136
嘟茶巷Toot tea(下岭贝步行街店),奶茶果汁,E9709578997989057503,0,113.833268,23.016095
一杯便知答案茶,奶茶果汁,E10431659805566879022,0,113.835396,23.01606
GoodTea(上屯店),奶茶果汁,E16373903762000379719,931,113.831203,23.008033
快乐番薯(温周路店),奶茶果汁,E12419737469103974231,296,113.822138,23.039356
微心语贡茶,奶茶果汁,E4697897469144040452,198,113.833156,23.016076
贡茶,奶茶果汁,E11467366494516838306,115,113.836103,23.021157
优の味奶茶咖啡,奶茶果汁,E7941129782403028688,69,113.829316,23.04653
辣辣,奶茶果汁,E13743576209519826466,1,113.833238,23.022027
Sweet Tea,奶茶果汁,E1968996142189037734,39,113.834967,23.016228
C酷饮品,奶茶果汁,E16473364083207103039,20,113.82123,23.034543
巷子里,奶茶果汁,E9049500698518669222,1,113.828703,23.025761
世代皇茶(温塘店),奶茶果汁,E14730215208586812416,0,113.820807,23.036079
世代皇茶(竹园店),奶茶果汁,E11425021904925027822,0,113.827717,23.036299
Energytea茶稻谷,奶茶果汁,E1830517134252708559,0,113.82662,23.036019
茶自然(寿司炸鸡小吃饮品),奶茶果汁,E4744011248735917639,276,113.829025,23.057602
最后防线(砖窑一横路店),奶茶果汁,E2992465061626500107,0,113.826861,23.056543
茶之缘(温塘店),奶茶果汁,E15349373069727066966,12,113.818167,23.03739
茶驿站,奶茶果汁,E8877705495177027442,21,113.827032,23.056397
一团茶香,奶茶果汁,E7816444467876505467,21,113.819791,23.033614
快乐番薯(东城温周路店),奶茶果汁,E12815705922623822829,0,113.822191,23.039421
all day,奶茶果汁,E13124080170564297442,37,113.848563,23.106417
悦查,奶茶果汁,E13663953811674731683,23,113.857464,23.109546
想茶(荣华店),奶茶果汁,E13474524843831141859,244,113.848879,23.107542
想茶(绿化东路店),奶茶果汁,E15824825280261340088,60,113.858019,23.109549
茶千岁,奶茶果汁,E17656400312669080648,272,113.848656,23.106655
Me2花茶师语,奶茶果汁,E10558861093089916841,40,113.846475,23.109916
CoCo都可(石碣嘉荣店),奶茶果汁,E10409448842793363647,612,113.815815,23.101856
Lemon西柠,奶茶果汁,E7673457996549459642,51,113.854217,23.109132
龍華冰室(石碣店),奶茶果汁,E4210601509727518542,2,113.830931,23.099814
想茶(大华店),奶茶果汁,E1009901412477869309,0,113.84761,23.108531
拾零後,奶茶果汁,E12627941641964607791,0,113.841173,23.105767
砖心茶(增城万达店),奶茶果汁,E13981637531656799557,205,113.814376,23.276888
龍五冰室(人人乐店),奶茶果汁,E4346670498439153860,540,113.827454,23.285493
THE END.止,奶茶果汁,E18375510507195716378,207,113.843838,23.298695
简谷茶(万达店),奶茶果汁,E4487177940714619875,29,113.815951,23.275716
1点点(增城万达金街店),奶茶果汁,E15711870572298881903,624,113.81599,23.27616
麦甜艾斯(敏捷锦绣广场店),奶茶果汁,E12858684338208206706,153,113.811767,23.287281
米芝莲(万达广场店),奶茶果汁,E8558051049308775901,80,113.815351,23.276774
康格鲁(万达广场店),奶茶果汁,E9904473267108473778,0,113.815951,23.275716
万小茶(增城店),奶茶果汁,E17953359292134192617,3,113.815991,23.276163
喜樂鳳鲜果茶(增城万达店),奶茶果汁,E11805740840724634109,1182,113.815854,23.275266
壹点鲜茶(万达店),奶茶果汁,E12241116404670787479,594,113.816076,23.2751
初茶,奶茶果汁,E14984847040230115373,633,113.819078,23.2841
万小茶(广州增城万达店),奶茶果汁,E8255001542704984802,3,113.815371,23.276656
M·TEA满茶(东汇城店),奶茶果汁,E4651805620973360696,290,113.81875,23.28395
ClipTea(东汇城店),奶茶果汁,E2535842260756478982,149,113.819584,23.283452
浅浅茶EASY TEA,奶茶果汁,E7107822989540744821,381,113.832757,23.289692
三先生(园墩路店),奶茶果汁,E16109234205879678438,3414,113.827095,23.28552
米芝莲(东汇城店),奶茶果汁,E13143326306761005104,755,113.819326,23.284417
21st FOUREVER(伯乐广场店),奶茶果汁,E9659532140612564329,81,113.823122,23.300763
海岸茶度(敏捷广场店),奶茶果汁,E17333757618280276333,204,113.810657,23.287028
奈茶NAICHA(敏捷锦绣广场店),奶茶果汁,E15049157635923200500,233,113.810342,23.286686
御可贡茶(东汇城店),奶茶果汁,E2144143159693265216,87,113.819057,23.284012
新作の茶SunTea(东汇城店),奶茶果汁,E6103198261312548074,651,113.819032,23.283914
鹏敏时光荟美食店,奶茶果汁,E574746177110594262,10,113.813784,23.276365
MOMO茶,奶茶果汁,E16336345165902900236,598,113.829766,23.288324
9.9鲜果茶,奶茶果汁,E11830357459111755215,212,113.823006,23.280917
思味古早蛋糕(东汇城步行街店),奶茶果汁,E1854676000388621218,87,113.82004,23.2843577
卡玛顿(新天美地店),奶茶果汁,E11887246802605454673,43,113.822772,23.300417
Hi果果(锦绣广场店),奶茶果汁,E10877147830003494094,0,113.811392,23.286801
甜果站(甘草水果观翠路店),奶茶果汁,E3552497355918754199,100,113.821943,23.283726
37度2茶屋,奶茶果汁,E8671575748845216299,209,113.827034,23.28584
蜜语茶言(莲园路店),奶茶果汁,E2738012689738113177,109,113.83337,23.287967
贪吃熊,奶茶果汁,E16476052828276880267,44,113.810342,23.286686
一芳水果茶(增城店),奶茶果汁,E8704027393572492800,24,113.810893,23.286522
茶度鲜语,奶茶果汁,E13999306623744947022,83,113.831126,23.294029
烧仙草,奶茶果汁,E10084365250864479488,0,113.815605,23.275172
照旧(锦绣广场店),奶茶果汁,E4411973846550922905,0,113.810787,23.287325
一芳水果茶(荔乡店),奶茶果汁,E832719871256431223,54,113.825883,23.290575
XIMEIXP(东汇城店),奶茶果汁,E1686493191224558648,36,113.81871,23.284146
茶事馆(东汇城店),奶茶果汁,E409276949946488645,0,113.818452,23.284633
啊一柠檬茶(敏捷锦绣店),奶茶果汁,E175891259227250587,68,113.811767,23.287281
贡茶(固戍一路店),奶茶果汁,E5926835729462193132,1325,113.844101,22.590375
金小太(固戍店),奶茶果汁,E475694458105918373,1691,113.848766,22.603027
悟茶(固戍店),奶茶果汁,E3805950253951211153,46,113.851692,22.599216
贡茶|手抓饼|小吃(固戍店),奶茶果汁,E4653478712183657369,3629,113.844514,22.586082
热力雪烧仙草(兴围店),奶茶果汁,E15754555125120837157,910,113.831891,22.636561
鹿角巷THEALLEY(后瑞店),奶茶果汁,E15611456991665307316,206,113.835053,22.631273
唔咖茶饮,奶茶果汁,E15122063461399831141,24,113.84686,22.599619
茶遇(一方天地店),奶茶果汁,E14162924799531726807,34,113.844432,22.599299
